baseline,semantic_equivalence_rate,semantic_drift_count,median_runtime_s,speedup_vs_manual_carry
auto_guarded_static,1.0,0,1.0036307284638322,0.08814036253896178
auto_unguarded,0.9061166429587483,660,1.0403489258466552,0.05477964409526523
manual_carry,1.0,0,1.101545921484694,-0.0008215533108956963
fixed_comp,1.0,0,1.223939912760771,-0.11431136612394528
fixed_enum,1.0,0,1.7785,-0.6213219437544523
