policy,utility_gap_mean,feasibility_rate,latency_median_ms,latency_p95_ms,exact_fallback_rate
exact_first,0.0,1.0,1343.9399127607708,1865.9576005241727,0.33669985775248934
approx_first,0.03605535798956852,0.3642958748221906,1517.9549345705782,1909.4682003931296,0.33669985775248934
static_tw_threshold,0.009469345661450926,1.0,1546.0,2850.5,0.33669985775248934
calibrated_router,0.005979563774300616,1.0,1818.5,2840.5,0.33669985775248934
