metric,group,mean,ci95_low,ci95_high
runtime_s,auto_guarded_static,1.005058261045638,0.9985086203228365,1.0103527373408965
runtime_s,auto_unguarded,1.0418286852302345,1.0350394235053795,1.0473168618777586
runtime_s,fixed_comp,1.2281764598429716,1.2202356092430142,1.2345277796261185
runtime_s,fixed_enum,1.787742816500711,1.7720940113798007,1.7990956934566147
runtime_s,manual_carry,1.1031127255378954,1.0959240954762843,1.1089237361058621
latency_ms,approx_first,1519.2606046149128,1513.27007956357,1524.1031134215516
latency_ms,calibrated_router,1827.7428165007113,1812.0940113798008,1839.0956934566145
latency_ms,exact_first,1345.6808061532172,1337.6934394180932,1352.137484562069
latency_ms,static_tw_threshold,1686.6319247948131,1671.0386605737551,1699.4487750555916
