baseline,semantic_equivalence_rate,semantic_drift_count,median_runtime_s,speedup_vs_manual_carry
auto_guarded_static,1.0,0,1.0122266706404335,0.09291010167969455
auto_unguarded,0.9024182076813656,686,1.0492593537126447,0.05972388588748823
manual_carry,1.0,0,1.1109804921663295,0.00441352623381101
fixed_comp,1.0,0,1.2344227690736995,-0.10852115813892559
fixed_enum,1.0,0,1.8050000000000002,-0.6160825335082267
