policy,utility_gap_mean,feasibility_rate,latency_median_ms,latency_p95_ms,exact_fallback_rate
exact_first,0.0,1.0,1354.4227690736993,1869.128335519278,0.3467994310099573
approx_first,0.036342816500711236,0.3617354196301565,1525.8170768052746,1911.8462516394584,0.3467994310099573
static_tw_threshold,0.009464509246088193,1.0,1562.4501666721253,2846.599999999999,0.3467994310099573
calibrated_router,0.005976339497392129,1.0,1845.0,2836.599999999999,0.3467994310099573
