metric,group,mean,ci95_low,ci95_high
runtime_s,auto_guarded_static,1.00583561146065,0.9998885589345239,1.0119656964807493
runtime_s,auto_unguarded,1.0426344752945762,1.0364698476760308,1.04898883171785
runtime_s,fixed_comp,1.2292172985837724,1.2219781410238673,1.2365550794858542
runtime_s,fixed_enum,1.7883002844950213,1.7743179249644383,1.8028166500711238
runtime_s,manual_carry,1.1039659150177867,1.097438662245209,1.1106940571130177
latency_ms,approx_first,1519.9715958481554,1514.532218537674,1525.5783809275144
latency_ms,calibrated_router,1828.3002844950213,1814.3179249644381,1842.8166500711238
latency_ms,exact_first,1346.6287944642072,1339.3762913835658,1354.104507903353
latency_ms,static_tw_threshold,1691.9607533192286,1676.3213878775362,1706.5230998548884
